row,score,flagged
1326,0.361325,0
1327,0.358067,0
1328,0.342824,0
1329,0.374399,0
1330,0.361282,0
1331,0.363655,0
1332,0.354883,0
1333,0.345159,0
1334,0.340780,0
1335,0.331702,0
1336,0.353112,0
1337,0.432049,0
1338,0.432049,0
1339,0.403432,0
1340,0.389499,0
1341,0.367075,0
1342,0.356183,0
1343,0.394741,0
1344,0.394711,0
1345,0.365972,0
1346,0.362139,0
1347,0.362139,0
1348,0.362139,0
1349,0.362139,0
1350,0.355252,0
1351,0.362139,0
1352,0.406757,0
1353,0.361181,0
1354,0.382633,0
1355,0.585756,1
1356,0.716856,1
1357,0.693611,1
1358,0.732050,1
1359,0.480387,0
1360,0.573365,1
1361,0.572812,1
1362,0.566788,1
1363,0.663480,1
1364,0.661945,1
1365,0.497359,0
1366,0.469148,0
1367,0.779065,1
1368,0.655632,1
1369,0.664512,1
1370,0.440786,0
1371,0.489467,0
1372,0.615651,1
1373,0.420322,0
1374,0.602793,1
1375,0.700456,1
1376,0.334821,0
1377,0.327867,0
1378,0.348767,0
1379,0.375326,0
1380,0.341003,0
1381,0.341003,0
1382,0.341003,0
1383,0.363606,0
1384,0.371634,0
1385,0.417564,0
1386,0.459578,0
1387,0.351787,0
1388,0.329929,0
1389,0.352095,0
1390,0.338968,0
1391,0.330325,0
1392,0.340923,0
1393,0.417973,0
1394,0.363452,0
1395,0.342815,0
1396,0.408999,0
1397,0.384686,0
1398,0.471273,0
1399,0.391941,0
1400,0.355620,0
1401,0.469210,0
1402,0.378428,0
1403,0.366353,0
1404,0.460607,0
1405,0.703939,1
1406,0.518858,0
1407,0.512770,0
1408,0.695991,1
1409,0.653128,1
1410,0.497286,0
1411,0.703739,1
1412,0.702747,1
1413,0.617941,1
1414,0.430303,0
1415,0.610741,1
1416,0.771721,1
1417,0.484649,0
1418,0.550803,1
1419,0.427782,0
1420,0.434229,0
1421,0.568168,1
1422,0.367167,0
1423,0.341614,0
1424,0.326393,0
1425,0.350274,0
1426,0.339593,0
1427,0.358416,0
1428,0.345020,0
1429,0.332172,0
1430,0.343019,0
1431,0.340337,0
1432,0.335015,0
1433,0.335015,0
1434,0.332705,0
1435,0.432796,0
1436,0.370392,0
1437,0.357963,0
1438,0.361148,0
1439,0.329446,0
1440,0.349563,0
1441,0.342925,0
1442,0.353361,0
1443,0.336288,0
1444,0.347434,0
